Msg,Label1
dhugaa ustaaz rabbii dubbatu inshaa allaah ,20
abshir rabbi qabnaa ustaaz kabajamaa,20
dhugaadhaa ustaaz qaalii inshaa allaah rabbii qabnaa,20
wallaahi dhugaadha rabbiin tiksu,20
dhugaa ustaaz kenna,20
dhugaa keessani ustaaz umrii dheeradha,20
dhugaa keeti yaa ustaaz abshir,20
dhugaa keeti uztaaz rabbi qabnaa,20
dhugaa namaa dhabnus rahmaataa rabbii qabna inshaa allaah,20
namaa sammuu hin qabne tolee sammuu furriidha jasbaa dooomaa jalqaba irratti seexana fakkkaata mataa keetin,2
ajaa'ibu seexanaatu feesbuukii fayyadamaa jira akkkamii waaqayyo qalbii jijjiiru,2
bifa namaa qabda seexana waaqayyoon gubdhuu ammallee,2
rabbi qalabii yaa kennu amantaa akkka kabajannu barbaadde amantaa namaa hin jeeqin tolee,20
gadhee sareen argitee nyaattu seenaa amantaa hin qabne yoomii amantaa eessatii beekti,2
seexanni sammuu keetti ulfoofte dhibee dhaltu,2
maalitti beekta gadhee waayee taabotaa ilmoo saree,2
maalitti beekta waayee taabotaa yaaduma odeessitaa amantaan ortodoksii sichi baayyanna,2
dogongorteetta karaati deebii waaqayyo manaa keessati yaa deefatu,20
gubbatuu wayii maalitti beekta amantaa kushinuma daaraa haruu,2
waaqayyo ija hubbannaa laatu,20
amantaa maal beekta amantaa feeteyyuu qabattee amantaa beekta turtee dooma maal beekta,2
yaa ajjeesu doomaa sammuun hin hojjenne seexanaa wayii,2
horiidha maal beeekta amantii keetuu hin beeektu waaqayyo laphee yaa banu,2
ilaalan iyyuu seexanuma sirrii fakkkaata fokkkaata sammuu furrii,2
sammuu doomaa ta'een alba'i maal beekta waayee taabotaa,2
waaqayyotti araarami sammuu tortoraa dhaloota hin dogoggorsin,2
dooma maalitti waayee taabotaa beekta faando,2
saree maal beekta amantaa harras dukkkana jirtaa waaqayyoon yaa ibsu,2
maal abbaa keetii beektee taabotaa sammuu furrii baattee deemtu fakkkaatee dhaabbadhuu ilaali dhiitte laphee jijjiiradhu daaraa,2
sammuun gadhiise jira waaqayyo yaa araaramu,2
waaqayyo dhiifama godhu daandii isaatti yaa deebisu,20
nama hoomaa hin beeknedha amantaa namaa hin qeeqin tolee,2
saree maaltu galche waayee amantii beeki horii,2
makartafaa baatte taabota hin baanne taabotaa maal beekta harree,2
waaqayyo gatii gocha keetii kanfalachiisa irratti eeggadhu amantii keeyyuu hin beekatu sammuu furrii qabada cabasu waaqni badi aradii tanarraa balleessuu,2
lakkkii akkkas hin jedhamu waaqayyo qalbi kennu amantaa qabaachu baattus amantaa namaa hin tuqin,20
gaafa sammuun baname amntaan maal akkka ta'e beekta ammaa sammuun hojii seexanaan cufameef hubachuu hin dandeessuu,2
waaqni qarshii 666,2
amani hin sodaatin ortodoksiin sirriidha,2
maaltu dhibee taabotaa gadhee maaltu galche,2
amantiin ortodoksii bara baraatti jiraatudha,2
oromoo ta'uun baayyee gaddisiise oromoon safuu beeka ofiif pooppoo fincaan keeti keesse amantii ortodoksii jeeqxa,2
saree wayii sammuu yaadu qabaatte amantii namaa hin jeeqxu,2
tortoraa sammuu dhoqqee jiraachuun nama gaddisiisaa,2
tortoraa nanna amantaa qabaatte amantaa namaa kabaja ture,2
ajjeesi silas maraattettaa,2
seexanatu qoraa jira gadhee wayii,2
waaqayyo laphee qulquulluu yaa kennu,20
tortoraa gadhee haadha salu ilma haadha godhu doofadha maalitti beektaa amantaa du'aa,2
rabbi dhiifama yaa godhu yaa obboleessa,20
qalbi waaqayyoon deebisuuf,20
ibidda bara baraatin yaa gubu,2
saree sammuu maalii qabda wanti dubbatamu baayyeen jira amantii ortodoksii maal beekta duudaa sammuun duudadha,2
saree maalitti beekta taabootaa,2
balfa wayii waayee taabotaa maalitti beekta dhoqqee wayii,2
waaqayyoo laphee deebisu jaalattee miti,2
waaqayyoon qalbii yaa laatu,20
dhiifama yaa godhu waaqayyo,20
waaqayyo daandii gaariiti yaa deebisu,20
kosii maal beekti saree waayee taabotaa maal beekta doofaa wayii,2
ilma daabilosi gantuu,2
waaqayyo yaa dhiisu gowwaan beeku hasa'aa,2
saree haadharaaw waayee amantaa maalitti beekta saree roofsaa,2
salamaa haadharaaw waayee amantii maalitti beekta horii marga kennudha,2
waaqayyoon laphee yaa kennu,20
rabbi yaa qajeelchu yaa obboleessa,20
rabbi yaa araaramu dhugaa,20
maalitti beekta waayee amantaa doomaa sammuu furrii,2
waaqayyo laphee banu abaarsa waaqa barbaadee maaloo gabbii gali dhugaa,20
meeshaa seexanaati,2
waaqayyo dhiisu,20
waaqayyo laphee cabade banu abbaa dhiifamati dhiifama isaatin yaadatu,20
maal fakkkaata saree wayii ilaali mee keeyyuu seexana fakkkaata maalitti beekta amantaa waree,2
waaqayyo dhiisu qalbi jijjiiradhu gaafa tokkko galu danda'aa,20
maalatu galache amanataa ortodoksii maalitti beekta taabotaa saree wayii,2
waaqayyo laphee gaabbii kennu,20
waaqayyo laphee hubatu kennu,20
waaqayyo qalbi deebisu,2
ergamtuu seexanaati doomaa wanna sammuu qafoo maraattuu nama hidhu dhabde,2
tortoraa taabotaa maalitti beekta,2
waaqayyo laphee kennu,20
waaqayyo ija laphee banu,20
waaqayyoo gooftaan siyaa yadatuu laphee lidiyadhaa banee sifii yaa banu,20
waaqayyo laphee yaa kennu,20
waaqayyoon dhiisu,20
seexana aboo ardii kanarraa balleessuu badi,2
waaqayyo garasatti deebisu,20
waaqayyo nama yaa taasisu taabotaa barbaaddee kitaaba qulqulluu dubbisi,2
rabbiin dhiifama godhu baayyee dogoggorte,20
doomaa wayii maalitti beekta taabotaa saree gororri afaan gutte,2
afuuftuun akkka waahee amantii maalitti beekti,2
bada shamaa titiisa damma hin akkka keeti qulquullootaa dhahuuf humna hin qabu,2
godhan hin beekaniiti dhiifama godhiifi waaqayyoon dhiifama godhu,20
waaqayyo laphee banu waaqayyo abbaa dhiifamati dhiifama sif godhu,20
waaqayyo qalbiif laphee qulqulluu kennu,20
yaa madnaalamii fayyisaa dhiisif adaraa wallaallee danda'aa,20
waaqayyo dhiifama yaa godhu,20
waaqayyo ija laphee keetii banu,20
dheekkkamsi waaqa yaa qaqqabu jireenya gammachuu hin argin,2
doofaa akkka kanatu taabota baata gommaa wayii,2
qinxirii haadha maalitti beekta ortodoksii saree haadha,2
waaqayyo dhiisu sirriitti siyaa deebisu,20
diqaalaa seexanaati tasuma dhala nama miti,2
ajooftuu wayii buhi amantarraa fokkkuu,2
maalumatu pheenxee wachisiisa laata maraachuf deemu akkkami laata,2
taabotaa maala abbaa beekta,2
bakakkkaan bu'u nama ta'uu irraanfattee rabbii xiinxaltaa,2
salamtuu haadha maal beekta ortodoksii tawaahidoo,2
sareen maal beeka amantaa furrii saammuun furrii doofaa harree wayii inaaftuu toluma gubda hoomaa hin fidu tolee inaaffaan amala seexanati,2
harreen akkka nyaattee dhudhuufu taabota maalii baatti gadheen akkka keetii taabota baata,2
dhalfa haadha eessati haadha keeti beekta taabota dhala qurcii,2
jaalatte miti rabbi dhiifama godhu,20
amantaan fakkkeessa miti amantaa namaa hin jeeqiin,2
waaqayyoon daandiiti yaa deebisu,20
raatu wayii maalitti beekta taabotaa hin galle,2
nama seexana,2
waaqayyo dhiifama yaa godhu jenna maal jenna akkka,20
saree nanna maalitti beekta amantii ortodoksii qubee sirreessanii barreessuu baradhu tolee gadhee wayii,2
ilmoo seexanaati,2
waaqayoo araaramu,20
waaqayyo laphee yaa deebisu,20
taabotaa maalitti beetti udaan akkka keetii nyaadhu qofa agi,2
saree kuni beekumsa fakkkaata du',2
warri illuuminaanti haadha gudeeddan ilmaan seexanaa gati laatu jira dhuma ilaalta,2
waaqayyo yaadatu,20
waaqayyoo laphee yaa deebisu jenna silas maal jenna,2
sif hin galin dubbatte waaqayyoon dhiifama yaa laatu dubbachuun duraa gaafadhu,20
fira seexanaa,2
hin dogoggorte waaqayyo dhiifama godhu,20
waaqayyon lapheeke deebisu diddee laphee ibiddaa argatta,2
kosii saree amantii namaa sigalchaa,2
waaqayyo wanta addunyaa balleessu yaa ajaju wanta hoomaa hin jedhu,2
sareen akkka amantii beeka seexanama,2
waaqayyo dhiifama yaa godhu dogoggortee jirtaa,20
tortoraa amantii baruun nama ta'uu ilaali horii,2
namni amantii namaatti bu'u seexana,2
hin lakkkaa'amu waaqayyoon araara kadhu,20
waaqayyo dhiifama godhu obboleessa daandii dabdee jirta,20
siluma nama hin fakkkaattu ilma seexanati,2
saree maraattu kosiin akkka amantaa maalitti beekti,2
waaqayyo guddaan yaa araaramu hubannaaf qalbeeffannaa yaa laatu,20
jinnii saafaa,2
albaatii dhiiraati nama seeta afuuftuu deemi mandara 666,2
amantiin yaada filoosofitiin hin ibsamu jaamaa nanna,2
sagaltamii sagal galabbaxe yaa salu seexanni,2
atuu mataan keetu seexana maaliif seexana namaa jinnii jedhamee iddoo lamatti qoodama,2
atuu seexana ilma badii,2
seexanati amantaa,2
degartuu seexana,2
atuu eergmaa sheexanaa ta'uu hin ooltu maaltu sigalche amantii namaa,2
amantaa maaltu galche,2
atuu seexana seexanni hin jiru jettu,2
dhiibbaa wangeelli uummanni oromoo akkka hin jabaanne godhe baayyeedha,2
warreen pheenxee ta'anii yesuus amanan gabbara guyyaa guutuu waamaa ooluutin akkka sodaa yaaddoon jiraatan godhan,2
lafti seexanaati paastaroonni qe'een samii gubbaadha oromoo jireenya lafarraa jibbisiisan,2
namoonni hojii dhiisanii akkka mana amantaa burraaqan gochaa dhimma jireenyaa dhoksuun dhimma seenaa yesuus asoosama isiraa'elotaa qofa barsiisu,2
uummata mana kiraa mana firaa dhabe manni qe'ee araddaan jireenya samii gubbaarra jireenyaan mana waaqayyoo mana amantaa ijaartan jannata hin galtan paastaroonni tooftaadhan qircachaa jiru,2
wangeelli oromiyaa abdii kutachiisee samii jiraatta nan jedhu warruma samii jiraatu bahee sossabatu,2
wangeelli seenaa isiraa'elotaati,2
wangeelli fakkkeessa sobaan dachee keenyarraa dhabama haata'u leel jedha,2
iyyasuus waaqa miti kinoo surree bitate durqullaa taa'aa isaafuu dabarte kinoo gadadamaan,2
pheenxeen dhuguma afuuftuudha sobduudha hattuudha wangeelatti hin bu'in,2
sammuu furrii baattee akkkas bookkkisuun dhiba 666 sirratti mo'eera dhugaa qabda,2
echi dandeetti kamiin wangeela qeeqxa ajooftuu,2
araarri yesuusin,2
iyyasuus waaqa miti waaqas hin danda'u,2
atuu seexana haadhoodha,2
waaqayyoon araara agarsiisu,20
seexanni eessaa argate ergamtuu seexanaa,2
qeesiin qeensatti faltii baatti reeffatti gatii nyaatti,2
dhugaadha saanyii waaqayyoo umurii guutuu dhugaa yaa dubbisu,20
akkka kiristaanaatitti namni jennata galu akkka macaafni jedhutti qofadha ibidda barabaraa si'oolii azaaba dhaqa,20
musliimaa biratti karaan ittiin jennata seenan qur'aanaati namni qur'aanaa hin amanne jennata hin galu ibidda barabaraa seena,20
jennanni goowwamsoof macaafaa qur'aanaa irratti tolfame bakkka biraa hin jiru,20
hiikaa jannataa miti hiikaa keeyyuu hin beektu,2
ijoolleen waaqayyoo tasgabba'aa mee maaloo,20
doorsisa qur'aanaa wangeelaa keessaa hin qabnu gubii xuuxi gowwaa,2
irreessi amantii oromooti,20
iyyasuus goondaadha,2
jalqabumayyuu iyyasuus gooftaadha abbaa irree ta'uusaa muldhisa,2
ajooftuu waayee qur'aanaaa maal beekta harree wayii,2
amantus amanu battus iyyesuus kiristoos waaqayyodha,20
karaan dhugaan jireenyi iyesuusidha,20
waaqayyoo araaramu,20
ilmi waaqayyoo iyyesuus jaalatus jibbitus gooftadhuma keeti ilmo seexanaa,2
amantii ba'i tolee janjanaa fufi,2
waaqayyoo maalif sammuu keessaa fudhe laata,2
fagaara haadha yeesus maal galchee oduu,2
sammuu dhuufuu baattee jirta gadhee,2
abiddi yesuus sittii qabatu,2
seexana nama miti 666,2
hardhas borus seexana 666,2
tortoortuu ilmoo seexanaa,2
yeesuus gooftadha,20
iyyasuu ilma namaati,2
maaloo yesuus araaramu intala maraattuu nanna ammayyuu sammuu duwwaati hafi,2
amantes amanu dhabaattes yesuus mootii bara baraati,20
horii wayii maal beekta iyyasuus,2
waaqayyo dhiifama taasisu,20
amantus amanu baattus amantaan wal bari dhuugadha iyyesuus ergamaadha goofta miti,2
iyyasuus maal beekta godhamtuu wayii saree,2
iyyasuus ergamaa rabbiiti garbicha rabbiiti,20
waaqayyo qalbitti yaa deebisu,20
yaa waaqayyo mucaa kanati araarami,20
mucaa daabilosi,2
sirriidha iyyesuus ergamaa rabbiiti,2
waaqayyo araaramu,20
namadha seexanadhaa,2
yesuus waaqa yesuus gooftaadha yesuus mootii moototaa angafa burqaa jireenyaati,20
harree iyyasuus maal beekta sammuu furrii baatte innuu sibarsiisaa tolee dhala gadhe,2
amantes amanuu baattes iyyesuus fayyisaa addunyaati,20
iyyesuus dhugaadha jireenya amani,20
waaqayyo akkkaa miti kosii wayii,2
guyyaa guyyaan salamu maalitti beekta iyyasuus addaggee,2
waaqa hin beektaa ofuu hin beektuu addaggee intalaa,2
obboleetti seexanaati,2
yesuus daandii jireenyaatti deebisu obboleettii,20
iyyesuus karaadh,20
wayyoo qullaa hin busnee maraattetta,2
iyyesuus waaquma amantes amanuu baattus,20
waaqayyoon dhiisu,20
sammuun wanta tokkkollee keessaa hin qabu doomaa duudaa zeeroo akkka keetii miti waaqaaf,2
waaqayyoo dhiisu beekte miti,20
iyyasuus waaqa miti waaqa hin jennes,20
nama wayyaa keessatii maraattedhaa waaqayyo hin lakkkaa'in dhiisu,2
dhiifama godhu waaqayyo,20
yesuus hin beektuu hoteelaa buluu,2
amantus amanuu battus yesuus gooftaadha,2
yesuus gooftadhuma amantus amanuu baatus,20
waaqayyoo yaadatu,20
amantuus amanuu baattuus yesuus waqaadha,20
qaldii waaqa hin dhaqin,20
waaqayyo dhiisu obboleettii,20
uummata amantaa ortodoksii maraaf baga ayyaana cuuphaatiin gahe,20
ustaaz jaalalaa rabbiin umurii dheeressu,20
maashaa allaah rabbii umurii dheeressu,20
assalaamu'aleykum warahmatullahi wabarakaatuhu ustaaz kabajamaa rabbiin,20
assalaamu'aleykum warahmatullahi wabarakaatuhu sallallaahu aleeyhi wasallam maashaa allaah umurii dheeresuu ,20
urmurii dheeressu goota,20
maashaa allaah tabarakkkallaah rabbiin jaalatu ustaaz qaalii,20
ustaaz kabajamaa jalatamaa rabbiin umurii keessaa barakaa kaa'u,20
maashaa allaah umurii dheeradhu,20
wallaahi usataaz keennadha,20
assalaamu'aleykum warahmatullahi wabarakaatuhu ustaaz rabbiin umurii siyaa dheeressu,20
assalaamu'aleykum warahmatullahi wabarakaatuhu umurii dheeradha ustaaz,20
assalaamu'aleykum warahmatullahi wabarakaatuhu raayyaa jiraadhu onnee korran jaaladha wallaahi ,20
umurii dheertuu yaa kennu rabbiin,20
habiibi ustaaz raayyaa abbaa maccaa rabbiin jaalatu,20
maashaa allaah maashaa allaah rabbiin umurii dheeressu,20
rabbiin umurii dheeressu,20
jiraadha allahamdulillah ustaaz akkkami maashaa allaah,20
harreen salu amaantillee balleessite,2
salami islaamummaa teenyas kiristaanummaa teenyas hin dhiisnu iyyaa oolta,2
hordoftoota amantii islaamaa guyyaa gaarii tahuu oromummaan jaalala oromummaan kabaja,20
amayyuu darbii faarfadhu eebbifami,20
dhugaa eebbifami eebbifami ,20
ammas eebbifami ,20
waaqayyo guddaan eebbisu,20
solaa dhugaa jette eebbifami,20
waaqayyo baayyisee bayyisee yaa eebbisu,20
jaalallee olan kakaasa,20
amiin amiin eebbifami dachaa dachaan,20
amiin galatoomi sool baayyee jaalanna ijooleeb dambii,20
dhugaa dubachuuf taannan sool'koo faaruu keessaa faaruu baayyeen jaaladha,20
waaqayyoo mullata baayisu,20
eebbifami dachaa dachaa dhugaake jette,20
dhugaa waaqayyo hubbannaa kanarra caaluu dabalu,20
waaqayyo eebbisu eebbifami,20
waaqayyo ammayyuu bara eebbisu eebbifami,20
gooftan keenyaa yesuus kiristoos guddaa eebbisu fufi bayyatu,20
waaqayyo eebbisu eebbifami,20
baayyee namati tola waaqayyo eebbisu,20
waaqayyo guddaan yaa eebbisu doktor galatoomaa,20
waaqayyo umurii dheeressu,20
gooftan eebbisu dhugaa ,20
waaqayyo dachaa eebbisu,20
waaqayyo eebbisu,20
eebbifama guddaa waaqayyo eebbisu,20
waaqayyo fayyisuu,20
waaqayyo araaramu haadho,20
waaqayyo fayyisuu,20
iyyasuusin fayyinni yaa,20
jaalatus jibbitus iyyasuus jettan nama loltuu faranjii turedha,20
iyyasuus yaabbattu harree akkka minilik,2
waaqayoo eebbisu eebbifami mucaa kakuu,20
jaba namaa waaqayyo eebbifami qaxalee,20
eebbifami nama kakuu ergaa guddaadha,20
amiin amiin eebbifami mucaa kakuu ,20
eebbifami mucaa kakuu,20
mucaa kakuu darbii jiraadhu eebbifama namaa dachaa eebbifami ammallee,20
eebbifami mucaa kakuu egeree boru ,20
waaqayyo bara hundumaa kansaa taasifatu,20
eebbifami mucaa kakuu,20
waaqayyo bara eebbisu jiraadhu,20
baga badii oolte nama kakuu guddadhu,20
eebbifami mucaa yesuus,20
ayyee dhumattii siyaa dhaabu gooftan,20
waaqayyoo eebbisu mucaa kakuu,20
waaqayyo yaa gargaru nagaan koottu lamaan keessaniyyuu eebbifama ,20
amiin lamaan keessanuu eebbifama,20
ijoollee kakuu eebbifama yesuun,20
eebbifami ayyaanni waaqayyo bayyaatu milkaa'i,20
amiin eebbiifami ayyaanni dabalamu,20
eebbifami waaqayyoon yaa eebbisu eebbifami dachaa dachan yaa eebbisu waaqayyo,20
waaqayyo ayyaana baayyisu ammallee taliila waraabamee hin dhumne gooftan kaa'eera,20
baga nagaan dhufte baga waaqayyo baase,20
umaamni hundinuu mul'aachuu ijoollee waaqayyoo dhimmani eeggacha jiru,20
waaqayyo dachaa dachaa yaa eebbisu faarfannaa keetiin baaay'ee eebbifameera,20
inaaftuu ajooftu wayii maaltu gahe amanataa amantaa hin qabdu,2
xalootii cinaa hiyyummaatu jira,2
xoomii labsii komaandi postii nyaataan oromoo agabsanii hongeessuu jechuudha,2
ji'a beela'aa xoomaa ajeja waaqaa hin dirqama abbaa irrummaati,2
oromummaa amantaa waliin ibsanii ortodoksii ta'ee kirrii morma qabu hunda nafxanyaa,2
sobduu kiristaana shamaa wallaahi warri koomeentii kennitu sobduudha rabbi hin jiru yesuus,2
qeesii sheekni sabaaf birmatee beekti amantaa dahoo taasifate uummatatti ergaa dabarfachuu beekti dhiiroo,2
dhugaa jette baga jette sheekiin oromoo qeesiin oromoo oromummaa dhimma hin qaban,2
qeesii sheekiin halbee haaduudhaan oromoo walirraa fageessanii gowwomsan,2
yaa garbummaa sammuu oromootti taphatte qeesii sheeki abdattee,2
abbootin amantii hin jirtu abbootii garaa,2
paastarii phaaphaasii sheekiin biyya itoophiyaa gaafa oromoon ajjeefamu dhokattee gaafa amaarri ajjeefame jedhamu wayyoo wayyoo eegalte,2
pheenxeen amantaa nagaa buusu akkka hin ajjeechaan abiy ilma namaa irratti raawwatu ragaadha,2
pheenxee uummata konkaa namaan waaqa jedhu safuu yaa waaqa uummata jaanjaha kaasi,2
warri pheenxee naqamteetti dhume fincaan paastariii wal saamuutti walirra dhaabbatee dhume mootummaatu dhukaase jedha,2
dhugaa warri pheenxee galata hin beektan,2
warri pheenxee kijibaan uummata dhamaase,2
musliima ta'anii jiraachuu mannaa du'anii ta'uu wayya,2
musliimaa maal ilaallata qoshaashaa,2
amantaa keessaa bahi gadhee wayii post gootu dhabde log out godhi Feesbuukii odeessituu akkka taayyee,2
amantii namaa xuquun sirrii miti abbaan fedhe galetti amanuuf mirga qaba,20
tish fokkkisaa akkka keetii musliima ta'uu hin qabu silaayyuu najaasaa,2
pheenxee jiraachuu musliima du'uu wayya,2
pheenxeen itoophiyaa seentee itoophiyaan nagaa dhabde,2
amantiin dhugaa addunyaa irratti amantii islaamaa musliimaa qofa abbaa feetan gaafadhaa,2
musliimonni caatii lafarraa fixuudhan re'oota hoolota hagabuu bulchaa jiru,2
musliimonni zimmuutiidhan durboota lafarraa xaragaa jiru,2
musliimonni cubbuu hojjechuudhan dhaloota cubbuuf kakaasu,2
ortodoksiin xaawulaa taabota baachuudhan sagaduufi dhungachuudhan uumaa wallaalanii uumamaaf jiraatu,2
ortodoksiin taskaara jedhanii farsoo birrii haraqee fidaa jechuudhan haadha hiyyeessaa deegsaa jiru,2
ortodoksiin xonqolaa digimtiidhan dhaloota jaanjessaa jiru warri qeesota ittiin jedhan,2
ortodoksiin jibbiinsa hammeenya dhaloota barsiisuun dhaloota jalaa dhugaa awwaalu,2
hojiin musliimotaa hojiin ortodoksii hojii seexanaati,2
deebi'aa goofta yesuus kiristoos karaan dhugaan jireenyi yesuusidha,2
koottaa karaan sirriin pheenxeen hordofaa jirtu,20
pheenxeen nama qaluu nama arrabsuu hojii maal qabu,2
pheenxeen muunnee re'ee nyaatte maalif iyyaa ooltii,2
pheenxeen weeraraa jirti,2
pheenxeen kabajan hin jaalattuum akkkasitti gadi garagalchanii deeman,2
musliimni masgiidatti salaatti feetu qara'i,2
qur'aanni masgiidni qabeenya arabootati saandalii shittoo waliin dhufan,2
wangeelli pheenxees qamadii sukkkaaraa zayitii waliin oromoo bittinneessuuf dhufe,2
bataskaanni buufata waraanaa masaraa amaartotaati,2
pheenxeen mana amantaatti dallaalaa oromiyaa duguugaa jirtu,2
qeesii sheekii paastarii kaabinee kaadiree baaltituu paartituu gandaa gadadamtuu waliin hin irreeffadhu,2
kiristaanummaan israa'elummaa habashummaa,2
islaamummaan arabummaa,2
qeesii sheekii paastariidha biyya gurgurate sobanii biyyi lafaa darbaadha jedhanii oromoo barsiisan,2
guyyaa dilbataa sanbataa paastariin soba akkkuma sigaaraa aarsaa oolam,2
yesuus nabiyyi mohammed diina kooti,2
pheenxonni yoomitti macaafa sobaatin gowwoomfamtu kitaaba dhugaa qur'aanaa qabadhaa,2
amantii geggeessun mirga,20
nadhoon pheenxee rakkkoo amantii hin rakkkoo qunxurroo qabu,2
kiristaanni dhugaa pheenxeedha,20
warri dhugaan yesuusitti amanne kiristaana pheenxeedha jechuudha,20
pheenxee kiristaana dhugaa yesuusitti dhugumaan amananii baroota gooftaa yesuus akkka yohaannis toomas phaawuloos fa'atti fakkkeessuu dandeenya,20
obboleessa obboleettiin akkka pheenxee taatan guddisaa gammadaa,20
hundeen amantii pheenxee oduu asoosama namootaa hin kiristoosii wangeela,2
baga pheenxee,20
baga pheenxee dhugaa,20
pirootestaantiin amantii miti ree mana daldalaati akkkasuma mana ejjaati,2
pheenxeen amantaa miti mana seexanaati,2
pheenxeen amantii nagayaa miti,2
pheenxeen amantii sirbaa ta'a,2
pheenxeen amantii ragadaati,2
manni amantaa pirootestaantii bakkka dhalaa harma qaqqabatani,2
tortoraa maal beekta pheenxee gadheen ammuma ejjetu nama ejjetti jedhama mitiiree,2
